diseaseName,country,state,lga,year,epiWeek,suspectedCases,confirmedCases,deaths,rainfall,temperature,humidity
AFP,Nigeria,Kaduna,Kaduna LGA1,2019,14,137,0,0,84.5,32.6,53.0
AFP,Nigeria,Enugu,Enugu LGA1,2019,14,137,0,0,86.4,32.0,47.3
AFP,Nigeria,Ogun,Ogun LGA2,2019,14,137,0,0,145.5,27.6,46.7
Lassa Fever,Nigeria,Lagos,Lagos LGA2,2019,15,48,3,0,128.6,36.7,30.7
Lassa Fever,Nigeria,Kano,Kano LGA1,2019,15,48,3,0,157.5,28.7,32.7
Lassa Fever,Nigeria,Enugu,Enugu LGA1,2019,15,48,3,0,124.3,26.7,86.0
CSM,Nigeria,Kaduna,Kaduna LGA1,2019,15,44,0,1,177.9,24.7,41.9
CSM,Nigeria,Enugu,Enugu LGA1,2019,15,44,0,1,35.5,29.0,28.7
CSM,Nigeria,Rivers,Rivers LGA1,2019,15,44,0,1,80.7,36.6,34.1
Yellow Fever,Nigeria,Ogun,Ogun LGA1,2019,15,54,0,1,165.6,29.7,54.2
Yellow Fever,Nigeria,Rivers,Rivers LGA2,2019,15,54,0,1,173.8,27.3,23.2
Yellow Fever,Nigeria,Rivers,Rivers LGA2,2019,15,54,0,1,152.3,26.6,28.2
Cholera,Nigeria,Lagos,Lagos LGA2,2019,15,91,0,4,216.8,30.8,91.7
Cholera,Nigeria,Oyo,Oyo LGA2,2019,15,91,0,4,155.8,29.8,93.8
Cholera,Nigeria,FCT,FCT LGA2,2019,15,91,0,4,223.7,28.2,76.1
Measles,Nigeria,Enugu,Enugu LGA2,2019,15,1925,8,5,110.9,24.9,54.4
Measles,Nigeria,Oyo,Oyo LGA1,2019,15,1925,8,5,26.4,27.4,82.7
Measles,Nigeria,Kaduna,Kaduna LGA1,2019,15,1925,8,5,69.9,30.8,84.2
AFP,Nigeria,Oyo,Oyo LGA1,2019,15,138,0,0,71.8,29.4,75.0
AFP,Nigeria,Enugu,Enugu LGA1,2019,15,138,0,0,18.4,36.2,38.5
AFP,Nigeria,Rivers,Rivers LGA1,2019,15,138,0,0,152.2,28.5,22.7
Lassa Fever,Nigeria,Lagos,Lagos LGA2,2019,16,71,6,0,98.3,35.6,83.9
Lassa Fever,Nigeria,Lagos,Lagos LGA1,2019,16,71,6,0,77.0,29.7,33.0
Lassa Fever,Nigeria,Rivers,Rivers LGA1,2019,16,71,6,0,90.7,30.8,25.9
CSM,Nigeria,FCT,FCT LGA1,2019,16,59,0,2,169.5,26.2,36.9
CSM,Nigeria,Kano,Kano LGA1,2019,16,59,0,2,133.9,28.9,59.9
CSM,Nigeria,Rivers,Rivers LGA2,2019,16,59,0,2,79.8,30.2,79.0
Yellow Fever,Nigeria,FCT,FCT LGA1,2019,16,45,1,0,101.4,34.1,53.7
Yellow Fever,Nigeria,Lagos,Lagos LGA1,2019,16,45,1,0,121.1,32.7,74.9
Yellow Fever,Nigeria,Lagos,Lagos LGA2,2019,16,45,1,0,53.9,32.1,54.5
Cholera,Nigeria,Kano,Kano LGA1,2019,16,96,0,0,231.3,29.7,88.9
Cholera,Nigeria,Oyo,Oyo LGA2,2019,16,96,0,0,136.3,27.3,83.3
Cholera,Nigeria,Lagos,Lagos LGA2,2019,16,96,0,0,157.6,28.8,80.1
Measles,Nigeria,Kaduna,Kaduna LGA1,2019,16,1977,0,9,124.0,27.7,62.0
Measles,Nigeria,Kano,Kano LGA1,2019,16,1977,0,9,33.2,24.7,42.9
Measles,Nigeria,Ogun,Ogun LGA2,2019,16,1977,0,9,131.5,36.7,55.3
AFP,Nigeria,FCT,FCT LGA1,2019,16,182,0,0,159.2,34.0,63.6
AFP,Nigeria,FCT,FCT LGA2,2019,16,182,0,0,110.6,28.9,25.3
AFP,Nigeria,Kano,Kano LGA1,2019,16,182,0,0,157.6,28.9,35.2
Lassa Fever,Nigeria,Kano,Kano LGA2,2019,17,36,8,1,123.1,34.6,25.2
Lassa Fever,Nigeria,Kaduna,Kaduna LGA2,2019,17,36,8,1,140.0,34.2,64.8
Lassa Fever,Nigeria,Kaduna,Kaduna LGA1,2019,17,36,8,1,71.3,34.6,89.9
CSM,Nigeria,Kaduna,Kaduna LGA1,2019,17,34,1,0,126.2,33.6,24.3
CSM,Nigeria,Enugu,Enugu LGA2,2019,17,34,1,0,142.8,26.6,36.5
CSM,Nigeria,Kaduna,Kaduna LGA2,2019,17,34,1,0,154.0,28.3,50.8
Yellow Fever,Nigeria,Ogun,Ogun LGA1,2019,17,62,2,1,132.7,27.5,79.2
Yellow Fever,Nigeria,Kaduna,Kaduna LGA2,2019,17,62,2,1,57.6,28.5,31.1
Yellow Fever,Nigeria,Rivers,Rivers LGA1,2019,17,62,2,1,101.1,24.6,72.3
Cholera,Nigeria,Kano,Kano LGA2,2019,17,85,0,0,223.8,29.0,84.1
Cholera,Nigeria,Lagos,Lagos LGA2,2019,17,85,0,0,218.1,28.2,81.5
Cholera,Nigeria,Rivers,Rivers LGA1,2019,17,85,0,0,179.3,27.6,93.8
Measles,Nigeria,FCT,FCT LGA2,2019,17,1901,2,16,40.0,36.9,38.9
Measles,Nigeria,Rivers,Rivers LGA2,2019,17,1901,2,16,19.1,31.0,71.0
Measles,Nigeria,Enugu,Enugu LGA2,2019,17,1901,2,16,121.9,33.3,84.5
Mpox,Nigeria,Rivers,Rivers LGA1,2019,17,1,1,0,166.2,37.8,46.1
Mpox,Nigeria,Kaduna,Kaduna LGA1,2019,17,1,1,0,155.6,28.9,41.5
Mpox,Nigeria,Kaduna,Kaduna LGA2,2019,17,1,1,0,71.7,34.4,78.4
AFP,Nigeria,Kano,Kano LGA1,2019,17,146,0,0,14.9,35.8,34.7
AFP,Nigeria,Kaduna,Kaduna LGA1,2019,17,146,0,0,48.5,37.3,53.3
AFP,Nigeria,Rivers,Rivers LGA2,2019,17,146,0,0,120.3,37.2,81.6
Lassa Fever,Nigeria,Ogun,Ogun LGA1,2019,18,52,11,4,83.6,32.9,79.4
Lassa Fever,Nigeria,Enugu,Enugu LGA1,2019,18,52,11,4,68.0,34.2,67.3
Lassa Fever,Nigeria,FCT,FCT LGA2,2019,18,52,11,4,55.5,27.6,62.3
CSM,Nigeria,Kaduna,Kaduna LGA1,2019,18,47,0,0,167.0,29.3,68.9
CSM,Nigeria,Rivers,Rivers LGA1,2019,18,47,0,0,145.4,31.8,77.9
CSM,Nigeria,Oyo,Oyo LGA1,2019,18,47,0,0,10.6,35.9,61.1
Yellow Fever,Nigeria,Oyo,Oyo LGA2,2019,18,59,0,0,127.8,33.4,63.1
Yellow Fever,Nigeria,Kano,Kano LGA1,2019,18,59,0,0,123.1,33.0,77.5
Yellow Fever,Nigeria,FCT,FCT LGA1,2019,18,59,0,0,111.6,26.5,22.8
Cholera,Nigeria,Kano,Kano LGA2,2019,18,47,0,0,229.0,27.9,84.5
Cholera,Nigeria,Oyo,Oyo LGA2,2019,18,47,0,0,237.7,29.5,81.8
Cholera,Nigeria,Enugu,Enugu LGA2,2019,18,47,0,0,228.5,30.1,76.6
Measles,Nigeria,Kano,Kano LGA1,2019,18,2157,0,9,52.6,37.2,47.3
Measles,Nigeria,Lagos,Lagos LGA2,2019,18,2157,0,9,104.8,24.6,29.0
Measles,Nigeria,Rivers,Rivers LGA1,2019,18,2157,0,9,30.1,34.3,50.8
AFP,Nigeria,Kaduna,Kaduna LGA2,2019,18,155,0,0,38.5,33.5,80.6
AFP,Nigeria,Oyo,Oyo LGA2,2019,18,155,0,0,158.0,30.6,87.7
AFP,Nigeria,FCT,FCT LGA2,2019,18,155,0,0,134.8,33.1,37.7
Lassa Fever,Nigeria,Enugu,Enugu LGA1,2019,19,56,4,0,50.0,30.5,46.5
Lassa Fever,Nigeria,Rivers,Rivers LGA1,2019,19,56,4,0,13.0,33.6,70.4
Lassa Fever,Nigeria,FCT,FCT LGA2,2019,19,56,4,0,173.7,33.0,75.2
CSM,Nigeria,Lagos,Lagos LGA1,2019,19,30,0,1,89.5,35.5,49.7
CSM,Nigeria,Kaduna,Kaduna LGA1,2019,19,30,0,1,61.2,33.5,29.7
CSM,Nigeria,Ogun,Ogun LGA2,2019,19,30,0,1,138.9,37.0,29.6
Yellow Fever,Nigeria,Rivers,Rivers LGA1,2019,19,62,0,0,65.1,26.9,68.7
Yellow Fever,Nigeria,Rivers,Rivers LGA1,2019,19,62,0,0,170.1,35.2,21.6
Yellow Fever,Nigeria,Ogun,Ogun LGA2,2019,19,62,0,0,16.8,26.3,50.4
Cholera,Nigeria,Kaduna,Kaduna LGA1,2019,19,12,0,0,198.1,29.8,87.9
Cholera,Nigeria,Kaduna,Kaduna LGA1,2019,19,12,0,0,126.9,28.5,79.9
Cholera,Nigeria,Lagos,Lagos LGA1,2019,19,12,0,0,196.7,28.8,94.3
Measles,Nigeria,Lagos,Lagos LGA2,2019,19,2092,0,2,169.4,25.5,21.7
Measles,Nigeria,Enugu,Enugu LGA2,2019,19,2092,0,2,108.1,34.5,81.6
Measles,Nigeria,Kano,Kano LGA2,2019,19,2092,0,2,107.6,27.4,59.6
AFP,Nigeria,Enugu,Enugu LGA2,2019,19,154,0,0,144.7,27.5,67.9
AFP,Nigeria,Kano,Kano LGA1,2019,19,154,0,0,6.3,35.3,35.1
AFP,Nigeria,Oyo,Oyo LGA2,2019,19,154,0,0,66.1,30.6,87.4
Lassa Fever,Nigeria,FCT,FCT LGA2,2019,20,86,6,1,49.8,37.7,26.4
Lassa Fever,Nigeria,Kano,Kano LGA1,2019,20,86,6,1,97.0,25.5,41.4
Lassa Fever,Nigeria,Oyo,Oyo LGA1,2019,20,86,6,1,68.0,25.0,68.3
CSM,Nigeria,FCT,FCT LGA1,2019,20,27,0,0,111.1,34.7,55.0
CSM,Nigeria,FCT,FCT LGA1,2019,20,27,0,0,100.4,34.2,34.2
CSM,Nigeria,Ogun,Ogun LGA1,2019,20,27,0,0,59.7,27.7,36.5
Yellow Fever,Nigeria,Kaduna,Kaduna LGA1,2019,20,71,0,0,89.7,32.1,24.4
Yellow Fever,Nigeria,FCT,FCT LGA1,2019,20,71,0,0,6.4,34.1,67.6
Yellow Fever,Nigeria,Kaduna,Kaduna LGA2,2019,20,71,0,0,68.7,34.1,46.7
Cholera,Nigeria,Rivers,Rivers LGA2,2019,20,17,0,0,157.1,29.7,86.0
Cholera,Nigeria,Ogun,Ogun LGA2,2019,20,17,0,0,200.4,28.1,77.7
Cholera,Nigeria,FCT,FCT LGA1,2019,20,17,0,0,125.3,30.9,84.7
Measles,Nigeria,Kano,Kano LGA2,2019,20,1862,0,2,17.3,29.3,43.5
Measles,Nigeria,FCT,FCT LGA2,2019,20,1862,0,2,97.9,35.2,53.7
Measles,Nigeria,Oyo,Oyo LGA2,2019,20,1862,0,2,163.4,34.9,71.6
AFP,Nigeria,Kano,Kano LGA2,2019,20,153,0,0,11.4,26.8,42.3
AFP,Nigeria,Oyo,Oyo LGA2,2019,20,153,0,0,45.4,33.4,49.4
AFP,Nigeria,Rivers,Rivers LGA2,2019,20,153,0,0,135.2,27.1,22.4
Lassa Fever,Nigeria,Kano,Kano LGA2,2019,21,81,3,0,93.0,28.6,72.8
Lassa Fever,Nigeria,Enugu,Enugu LGA2,2019,21,81,3,0,24.2,34.2,46.9
Lassa Fever,Nigeria,Lagos,Lagos LGA2,2019,21,81,3,0,99.4,28.7,52.2
CSM,Nigeria,Lagos,Lagos LGA1,2019,21,28,0,0,96.3,28.8,83.8
CSM,Nigeria,Kaduna,Kaduna LGA2,2019,21,28,0,0,159.1,34.1,71.4
CSM,Nigeria,Rivers,Rivers LGA1,2019,21,28,0,0,177.6,31.9,44.6
Yellow Fever,Nigeria,Enugu,Enugu LGA2,2019,21,81,0,0,8.1,24.4,32.3
Yellow Fever,Nigeria,Enugu,Enugu LGA2,2019,21,81,0,0,79.1,27.5,48.1
Yellow Fever,Nigeria,Lagos,Lagos LGA1,2019,21,81,0,0,71.7,30.7,42.4
Cholera,Nigeria,Ogun,Ogun LGA2,2019,21,26,0,0,240.0,29.6,78.7
Cholera,Nigeria,Oyo,Oyo LGA1,2019,21,26,0,0,124.2,27.2,83.8
Cholera,Nigeria,Enugu,Enugu LGA1,2019,21,26,0,0,174.0,27.3,91.2
Measles,Nigeria,Rivers,Rivers LGA2,2019,21,1582,4,6,157.3,29.1,53.4
Measles,Nigeria,FCT,FCT LGA1,2019,21,1582,4,6,178.1,30.3,83.7
Measles,Nigeria,Ogun,Ogun LGA1,2019,21,1582,4,6,130.3,29.7,53.1
AFP,Nigeria,Rivers,Rivers LGA1,2019,21,145,0,0,165.0,33.6,71.7
AFP,Nigeria,Rivers,Rivers LGA1,2019,21,145,0,0,118.4,26.4,52.3
AFP,Nigeria,Kaduna,Kaduna LGA1,2019,21,145,0,0,58.6,35.6,89.0
Lassa Fever,Nigeria,Enugu,Enugu LGA2,2019,22,62,3,1,129.4,32.0,79.4
Lassa Fever,Nigeria,Ogun,Ogun LGA1,2019,22,62,3,1,81.7,33.0,86.5
Lassa Fever,Nigeria,Kaduna,Kaduna LGA1,2019,22,62,3,1,21.8,36.0,42.0
CSM,Nigeria,Ogun,Ogun LGA1,2019,22,9,0,0,77.8,34.9,35.1
CSM,Nigeria,Kaduna,Kaduna LGA1,2019,22,9,0,0,50.7,30.2,84.5
CSM,Nigeria,Rivers,Rivers LGA2,2019,22,9,0,0,92.1,28.1,56.7
Yellow Fever,Nigeria,Ogun,Ogun LGA2,2019,22,79,0,0,81.6,24.7,26.7
Yellow Fever,Nigeria,FCT,FCT LGA2,2019,22,79,0,0,7.7,33.0,75.1
Yellow Fever,Nigeria,Enugu,Enugu LGA1,2019,22,79,0,0,80.6,32.4,83.1
Cholera,Nigeria,Ogun,Ogun LGA2,2019,22,16,0,0,143.4,29.6,79.8
Cholera,Nigeria,Ogun,Ogun LGA1,2019,22,16,0,0,160.5,28.9,90.5
Cholera,Nigeria,Rivers,Rivers LGA2,2019,22,16,0,0,147.0,29.6,90.5
Measles,Nigeria,Kano,Kano LGA1,2019,22,1088,2,1,109.1,26.7,26.3
Measles,Nigeria,Lagos,Lagos LGA2,2019,22,1088,2,1,150.2,24.1,83.3
Measles,Nigeria,Kano,Kano LGA2,2019,22,1088,2,1,161.7,33.5,47.3
AFP,Nigeria,Ogun,Ogun LGA2,2019,22,105,0,0,170.4,28.2,37.0
AFP,Nigeria,Kaduna,Kaduna LGA2,2019,22,105,0,0,145.3,24.3,36.9
AFP,Nigeria,Kano,Kano LGA1,2019,22,105,0,0,159.6,37.6,74.2
Lassa Fever,Nigeria,FCT,FCT LGA2,2019,23,63,6,1,140.1,35.2,40.5
Lassa Fever,Nigeria,Kano,Kano LGA2,2019,23,63,6,1,169.3,36.9,60.6
Lassa Fever,Nigeria,Lagos,Lagos LGA2,2019,23,63,6,1,35.7,36.2,51.4
CSM,Nigeria,Lagos,Lagos LGA1,2019,23,10,0,0,26.0,35.9,32.1
CSM,Nigeria,Enugu,Enugu LGA1,2019,23,10,0,0,130.4,29.4,41.8
CSM,Nigeria,Lagos,Lagos LGA2,2019,23,10,0,0,79.0,28.3,61.3
Yellow Fever,Nigeria,Ogun,Ogun LGA1,2019,23,47,0,0,51.8,28.2,85.3
Yellow Fever,Nigeria,Enugu,Enugu LGA2,2019,23,47,0,0,71.0,31.4,65.8
Yellow Fever,Nigeria,Ogun,Ogun LGA1,2019,23,47,0,0,33.5,24.9,31.9
Cholera,Nigeria,Kaduna,Kaduna LGA2,2019,23,15,0,0,230.4,28.4,90.5
Cholera,Nigeria,Lagos,Lagos LGA1,2019,23,15,0,0,204.7,28.1,83.8
Cholera,Nigeria,Oyo,Oyo LGA2,2019,23,15,0,0,134.8,28.4,80.3
Measles,Nigeria,Ogun,Ogun LGA1,2019,23,740,9,1,126.0,35.2,78.5
Measles,Nigeria,Kaduna,Kaduna LGA2,2019,23,740,9,1,83.6,29.8,41.8
Measles,Nigeria,Lagos,Lagos LGA2,2019,23,740,9,1,70.6,31.6,44.9
AFP,Nigeria,Rivers,Rivers LGA1,2019,23,78,0,0,80.3,32.6,70.4
AFP,Nigeria,Enugu,Enugu LGA2,2019,23,78,0,0,70.0,29.7,79.2
AFP,Nigeria,Ogun,Ogun LGA2,2019,23,78,0,0,71.1,33.9,23.4
Lassa Fever,Nigeria,Rivers,Rivers LGA2,2019,24,65,4,1,150.5,37.1,24.3
Lassa Fever,Nigeria,Ogun,Ogun LGA2,2019,24,65,4,1,103.9,33.1,21.0
Lassa Fever,Nigeria,Rivers,Rivers LGA1,2019,24,65,4,1,51.0,32.7,31.0
CSM,Nigeria,Enugu,Enugu LGA2,2019,24,10,0,0,145.7,29.6,78.8
CSM,Nigeria,Oyo,Oyo LGA1,2019,24,10,0,0,59.2,32.1,38.3
CSM,Nigeria,Enugu,Enugu LGA2,2019,24,10,0,0,101.7,35.4,77.9
Yellow Fever,Nigeria,Lagos,Lagos LGA2,2019,24,72,0,0,119.9,33.0,39.7
Yellow Fever,Nigeria,Ogun,Ogun LGA2,2019,24,72,0,0,20.0,37.8,89.8
Yellow Fever,Nigeria,Rivers,Rivers LGA2,2019,24,72,0,0,103.4,36.1,54.1
Cholera,Nigeria,Kaduna,Kaduna LGA1,2019,24,86,0,1,226.2,30.9,75.4
Cholera,Nigeria,Rivers,Rivers LGA1,2019,24,86,0,1,249.9,27.4,91.6
Cholera,Nigeria,Kaduna,Kaduna LGA2,2019,24,86,0,1,126.0,30.2,93.5
Measles,Nigeria,Ogun,Ogun LGA2,2019,24,587,0,0,90.6,35.5,77.6
Measles,Nigeria,Lagos,Lagos LGA2,2019,24,587,0,0,131.9,32.6,76.0
Measles,Nigeria,Kano,Kano LGA1,2019,24,587,0,0,61.0,24.3,63.8
AFP,Nigeria,Enugu,Enugu LGA1,2019,24,128,0,0,6.1,31.9,47.3
AFP,Nigeria,Ogun,Ogun LGA1,2019,24,128,0,0,89.1,32.9,43.0
AFP,Nigeria,Lagos,Lagos LGA2,2019,24,128,0,0,37.1,29.5,58.6
Lassa Fever,Nigeria,Lagos,Lagos LGA2,2019,25,72,10,3,149.3,33.4,74.9
Lassa Fever,Nigeria,FCT,FCT LGA1,2019,25,72,10,3,49.0,30.8,37.5
Lassa Fever,Nigeria,FCT,FCT LGA2,2019,25,72,10,3,159.2,36.5,66.7
CSM,Nigeria,Oyo,Oyo LGA1,2019,25,21,0,0,144.4,24.7,50.2
CSM,Nigeria,Kano,Kano LGA2,2019,25,21,0,0,145.4,34.8,28.9
CSM,Nigeria,Ogun,Ogun LGA2,2019,25,21,0,0,105.4,30.6,59.1
Yellow Fever,Nigeria,Lagos,Lagos LGA1,2019,25,77,0,0,74.7,31.8,57.7
Yellow Fever,Nigeria,Rivers,Rivers LGA1,2019,25,77,0,0,57.6,33.3,75.8
Yellow Fever,Nigeria,Lagos,Lagos LGA2,2019,25,77,0,0,112.8,28.0,21.8
Cholera,Nigeria,FCT,FCT LGA1,2019,25,75,0,0,228.7,28.0,76.5
Cholera,Nigeria,Enugu,Enugu LGA2,2019,25,75,0,0,240.5,27.6,86.9
Cholera,Nigeria,Kano,Kano LGA1,2019,25,75,0,0,136.3,27.4,76.8
Measles,Nigeria,Kaduna,Kaduna LGA1,2019,25,1007,0,4,122.1,29.9,43.2
Measles,Nigeria,Kano,Kano LGA1,2019,25,1007,0,4,138.0,36.8,85.9
Measles,Nigeria,Kaduna,Kaduna LGA2,2019,25,1007,0,4,143.9,25.7,41.8
AFP,Nigeria,Enugu,Enugu LGA1,2019,25,153,0,0,135.6,37.4,52.5
AFP,Nigeria,Kano,Kano LGA1,2019,25,153,0,0,77.3,33.7,79.1
AFP,Nigeria,Kaduna,Kaduna LGA2,2019,25,153,0,0,64.5,26.2,73.5
Lassa Fever,Nigeria,Lagos,Lagos LGA2,2019,26,65,2,1,167.6,36.0,89.4
Lassa Fever,Nigeria,Kaduna,Kaduna LGA1,2019,26,65,2,1,26.2,27.8,39.4
Lassa Fever,Nigeria,Kaduna,Kaduna LGA2,2019,26,65,2,1,133.4,30.5,62.2
CSM,Nigeria,FCT,FCT LGA2,2019,26,12,0,0,146.9,33.4,56.7
CSM,Nigeria,Ogun,Ogun LGA2,2019,26,12,0,0,100.2,37.3,78.3
CSM,Nigeria,Lagos,Lagos LGA1,2019,26,12,0,0,18.1,33.7,54.2
Yellow Fever,Nigeria,Lagos,Lagos LGA1,2019,26,58,0,0,96.3,29.3,35.6
Yellow Fever,Nigeria,Ogun,Ogun LGA1,2019,26,58,0,0,93.8,31.9,59.5
Yellow Fever,Nigeria,Oyo,Oyo LGA2,2019,26,58,0,0,125.3,32.6,43.3
Cholera,Nigeria,Rivers,Rivers LGA2,2019,26,64,8,1,220.1,27.1,79.1
Cholera,Nigeria,Rivers,Rivers LGA2,2019,26,64,8,1,180.6,29.9,94.7
Cholera,Nigeria,Kano,Kano LGA2,2019,26,64,8,1,188.8,30.4,90.6
Measles,Nigeria,Enugu,Enugu LGA2,2019,26,805,0,4,164.7,31.8,70.9
Measles,Nigeria,Rivers,Rivers LGA2,2019,26,805,0,4,175.2,37.3,35.8
Measles,Nigeria,Enugu,Enugu LGA1,2019,26,805,0,4,107.0,34.4,46.8
AFP,Nigeria,Enugu,Enugu LGA2,2019,26,145,0,0,169.3,25.1,73.8
AFP,Nigeria,Lagos,Lagos LGA1,2019,26,145,0,0,78.2,30.7,88.7
AFP,Nigeria,Kaduna,Kaduna LGA2,2019,26,145,0,0,162.8,36.5,88.2
Lassa Fever,Nigeria,FCT,FCT LGA2,2019,27,78,12,3,47.8,29.2,73.3
Lassa Fever,Nigeria,Enugu,Enugu LGA2,2019,27,78,12,3,101.0,30.9,36.9
Lassa Fever,Nigeria,Kaduna,Kaduna LGA1,2019,27,78,12,3,76.2,29.6,68.9
CSM,Nigeria,FCT,FCT LGA1,2019,27,26,0,0,142.5,37.3,68.9
CSM,Nigeria,Kano,Kano LGA2,2019,27,26,0,0,134.6,33.4,40.5
CSM,Nigeria,Oyo,Oyo LGA1,2019,27,26,0,0,102.8,27.9,38.1
Yellow Fever,Nigeria,Ogun,Ogun LGA1,2019,27,57,0,0,140.9,24.9,76.1
Yellow Fever,Nigeria,Kaduna,Kaduna LGA1,2019,27,57,0,0,112.1,31.5,45.0
Yellow Fever,Nigeria,Kano,Kano LGA2,2019,27,57,0,0,165.1,32.2,60.1
Cholera,Nigeria,Kano,Kano LGA1,2019,27,82,36,1,150.1,27.6,83.3
Cholera,Nigeria,FCT,FCT LGA1,2019,27,82,36,1,167.5,28.5,93.9
Cholera,Nigeria,Rivers,Rivers LGA1,2019,27,82,36,1,138.2,29.2,75.4
Measles,Nigeria,Kaduna,Kaduna LGA2,2019,27,9,27,2019,121.7,29.6,34.6
Measles,Nigeria,Ogun,Ogun LGA2,2019,27,9,27,2019,16.0,37.4,22.6
Measles,Nigeria,Ogun,Ogun LGA1,2019,27,9,27,2019,37.3,25.0,29.8
Mpox,Nigeria,Kano,Kano LGA2,2019,27,9,27,2019,49.4,31.0,24.9
Mpox,Nigeria,Kano,Kano LGA2,2019,27,9,27,2019,169.6,24.7,75.5
Mpox,Nigeria,Rivers,Rivers LGA2,2019,27,9,27,2019,111.3,36.7,48.0
AFP,Nigeria,Rivers,Rivers LGA2,2019,27,9,27,2019,151.3,34.8,84.6
AFP,Nigeria,Kaduna,Kaduna LGA2,2019,27,9,27,2019,46.8,24.1,27.8
AFP,Nigeria,Oyo,Oyo LGA2,2019,27,9,27,2019,22.3,29.9,29.4
Lassa Fever,Nigeria,Ogun,Ogun LGA2,2019,29,72,9,4,106.7,35.3,78.4
Lassa Fever,Nigeria,Kano,Kano LGA2,2019,29,72,9,4,92.6,28.5,32.6
Lassa Fever,Nigeria,Kano,Kano LGA2,2019,29,72,9,4,97.5,32.6,79.1
CSM,Nigeria,Rivers,Rivers LGA1,2019,29,21,0,0,77.6,34.2,88.8
CSM,Nigeria,Rivers,Rivers LGA1,2019,29,21,0,0,83.1,28.2,39.6
CSM,Nigeria,Enugu,Enugu LGA2,2019,29,21,0,0,56.2,25.5,70.7
Yellow Fever,Nigeria,FCT,FCT LGA1,2019,29,75,0,10,38.7,35.3,20.3
Yellow Fever,Nigeria,Ogun,Ogun LGA1,2019,29,75,0,10,70.5,25.6,76.1
Yellow Fever,Nigeria,Kaduna,Kaduna LGA2,2019,29,75,0,10,86.5,30.7,26.6
Cholera,Nigeria,Oyo,Oyo LGA1,2019,29,225,13,2,221.2,27.6,84.2
Cholera,Nigeria,FCT,FCT LGA1,2019,29,225,13,2,229.3,27.8,78.6
Cholera,Nigeria,Oyo,Oyo LGA1,2019,29,225,13,2,182.4,30.9,89.3
Measles,Nigeria,Ogun,Ogun LGA1,2019,29,533,0,0,117.0,30.0,36.2
Measles,Nigeria,Kano,Kano LGA1,2019,29,533,0,0,7.9,24.5,66.2
Measles,Nigeria,Oyo,Oyo LGA1,2019,29,533,0,0,156.5,35.3,45.5
Mpox,Nigeria,Oyo,Oyo LGA1,2019,29,4,2,0,145.3,34.7,50.9
Mpox,Nigeria,Lagos,Lagos LGA1,2019,29,4,2,0,62.7,29.8,27.7
Mpox,Nigeria,FCT,FCT LGA1,2019,29,4,2,0,168.3,30.3,78.6
AFP,Nigeria,FCT,FCT LGA1,2019,29,126,0,0,123.1,31.5,26.7
AFP,Nigeria,Enugu,Enugu LGA2,2019,29,126,0,0,50.8,37.6,89.8
AFP,Nigeria,Lagos,Lagos LGA2,2019,29,126,0,0,140.2,27.8,63.4
Lassa Fever,Nigeria,Enugu,Enugu LGA1,2019,30,107,9,0,68.2,36.6,46.7
Lassa Fever,Nigeria,Rivers,Rivers LGA2,2019,30,107,9,0,27.3,30.6,52.1
Lassa Fever,Nigeria,Rivers,Rivers LGA1,2019,30,107,9,0,150.6,32.8,38.2
CSM,Nigeria,Rivers,Rivers LGA2,2019,30,15,0,0,45.0,34.5,43.1
CSM,Nigeria,Oyo,Oyo LGA2,2019,30,15,0,0,19.4,30.6,56.4
CSM,Nigeria,FCT,FCT LGA2,2019,30,15,0,0,58.6,37.0,87.0
Yellow Fever,Nigeria,Kano,Kano LGA1,2019,30,76,0,0,162.4,37.4,42.4
Yellow Fever,Nigeria,Lagos,Lagos LGA1,2019,30,76,0,0,167.1,35.4,40.7
Yellow Fever,Nigeria,Ogun,Ogun LGA1,2019,30,76,0,0,69.9,26.8,65.5
Cholera,Nigeria,Ogun,Ogun LGA2,2019,30,192,18,0,197.5,28.3,77.7
Cholera,Nigeria,FCT,FCT LGA1,2019,30,192,18,0,150.8,30.4,84.2
Cholera,Nigeria,FCT,FCT LGA2,2019,30,192,18,0,163.5,27.2,90.4
Measles,Nigeria,Ogun,Ogun LGA2,2019,30,591,0,5,86.3,35.5,58.7
Measles,Nigeria,Ogun,Ogun LGA1,2019,30,591,0,5,169.1,30.1,71.1
Measles,Nigeria,Lagos,Lagos LGA1,2019,30,591,0,5,114.4,36.1,84.6
Mpox,Nigeria,Enugu,Enugu LGA2,2019,30,3,2,1,24.3,37.5,57.1
Mpox,Nigeria,Oyo,Oyo LGA2,2019,30,3,2,1,51.7,31.3,29.4
Mpox,Nigeria,Kaduna,Kaduna LGA2,2019,30,3,2,1,120.8,28.4,21.5
AFP,Nigeria,FCT,FCT LGA2,2019,30,127,0,0,163.3,24.5,33.2
AFP,Nigeria,Rivers,Rivers LGA2,2019,30,127,0,0,12.0,32.7,47.7
AFP,Nigeria,Kano,Kano LGA2,2019,30,127,0,0,107.0,29.2,43.7
Lassa Fever,Nigeria,Oyo,Oyo LGA2,2019,31,93,11,1,86.4,30.2,33.7
Lassa Fever,Nigeria,Lagos,Lagos LGA2,2019,31,93,11,1,170.3,25.7,61.1
Lassa Fever,Nigeria,Rivers,Rivers LGA2,2019,31,93,11,1,27.8,35.6,20.8
